,Gebiedscode,meting,date,doy,dop,plastic_6_packringen,plastic_tassen,plastic_kleine_plastic_tasjes,plastic_drankflessen_groterdan_halveliter,plastic_drankflessen_kleinerdan_halveliter,plastic_wikkels_van_drankflessen,plastic_verpakking_van_schoonmaakmiddelen,plastic_voedselverpakkingen_frietbakjes_etc,plastic_cosmeticaverpakkingen,plastic_motorolieverpakking_groterdan50cm,plastic_jerrycans,plastic_kratten,plastic_auto_onderdelen,plastic_doppen_en_deksels,plastic_aanstekers,plastic_speelgoed,plastic_plastic_bekers_of_delen_daarvan,plastic_netzakken,plastic_handschoenen_huishoudelijk,plastic_handschoenen_professioneel,plastic_touw_diameter_groterdan_1cm,plastic_touw_diameter_kleinerdan_1cm,plastic_sportvisspullen,plastic_breekstaafjes,plastic_emmers,plastic_industrieel_verpakkingsmateriaal,plastic_helmen,plastic_geweerpatronen,plastic_schoenen,plastic_plastic_stukjes_0_2_5cm_hard_plastic,plastic_plastic_stukjes_2_5_50cm_hard_plastic,plastic_plastic_stukjes_0_2_5cm_zacht_plastic,plastic_plastic_stukjes_2_5_50cm_zacht_plastic,plastic_overig_plastic,plastic_piepschuim_0_2_5cm,plastic_piepschuim_2_5_50cm,plastic_piepschuim_voedselverpakkingen,plastic_plastic_folies_groterdan_50cm,plastic_hard_plastic_groterdan_50cm,plastic_rietjes,plastic_snoep_snack_chipsverpakking,plastic_piepschuim_groterdan_50cm,plastic_piepschuim_bekers,plastic_bestek,plastic_biofilm_waterfiltertjes,plastic_kitspuiten,plastic_kunststof_band_tiewraps,plastic_lolliestokjes,plastic_motorolieverpakking_kleinerdan50cm,plastic_vuilniszakken,plastic_schrijfwaren,plastic_visdraad,plastic_vuurwerk,plastic_borden_new,plastic_roerstaafjes_new,plastic_bloempotten_new,plastic_plakband_new,rubber_ballonnen,rubber_banden,rubber_overig_rubber,textiel_kleding,textiel_vloerbedekking,textiel_schoeisel,textiel_overig_textiel,papier_tassen,papier_karton,papier_sigarettenverpakking,papier_sigarettenfilters,papier_kartonnen_bekers,papier_kranten,papier_papier_overig,papier_drankkarton,papier_ondefinieerbaar,hout_kurk,hout_pellets,hout_ijsstokjes,hout_kwasten,hout_overig_hout_keinderdan_50cm,hout_overig_hout_groterdan_50cm,metaal_aluminiumfolie,metaal_capsules,metaal_drankblikjes,metaal_elektriciteitsdraad,metaal_oud_ijzer,metaal_kroonkurken,metaal_oliedrum,metaal_omheinigsdraad_prikkeldraad,metaal_spuitbussen,metaal_verfblik,metaal_vislood,metaal_voedselblikken,metaal_wegwerpbarbecues,metaal_overig_metaal_kleinerdan_50cm,metaal_overig_metaal_groterdan_50cm,glas_flessen_pottten,glas_lampen_tl_lampen,glas_overig_glas,sanitair_cosmetica,sanitair_plastic_wattenstaafjes,sanitair_kartonnen_wattenstaafjes,sanitair_vochtige_doekjes,sanitair_condooms,sanitair_maandverband_en_verpakkingen_ervan,sanitair_plastic_kam_borstel,sanitair_tampons_en_tamponapplicators,sanitair_tissues_wc_papier,sanitair_toiletverfrissers,sanitair_overig_sanitair,medisch_verpakkingen,medisch_spuiten,medisch_overig_medisch,granulaat_korrels,sum_plastic,sum_rubber,sum_textiel,sum_papier,sum_hout,sum_metaal,sum_glas,sum_sanitair,sum_medisch
27,W(074a)R-GENL,1,20180305,64.0,428.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,19.0,18.0,1.0,0.0,0.0,,,0.0,,8.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,10.0,,3.0,,,0.0,10.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,1.0,102.0,2.0,19.0,1.0,3.0,11.0,11.0,15.0,0.0
28,W(063a)L-GENL,1,20180401,91.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,1.0,0.0,0.0,,,1.0,,2.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,16.0,0.0,0.0,0.0,2.0,18.0,0.0,1.0,1.0,0.0,1.0,14.0,16.0,0.0
29,W(060a)L-GENL,1,20180501,121.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,1.0,,,0.0,,1.0,,,3.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0
30,W(059a)L-GENL,1,20180303,62.0,426.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,15.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,16.0,4.0,1.0,0.0,0.0,,,0.0,,2.0,,,4.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,55.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,7.0,89.0,0.0,2.0,2.0,0.0,9.0,57.0,0.0,1.0
31,W(055a)L-GENL,1,20180416,106.0,470.0,0.0,9.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,5.0,2.0,0.0,1.0,7.0,85.0,41.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,7.0,37.0,29.0,2.0,0.0,3.0,,,2.0,,10.0,,,0.0,,0.0,1.0,,0.0,,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,265.0,1.0,3.0,6.0,3.0,6.0,2.0,0.0,0.0
32,W(050a)L-GENL,1,20180311,70.0,434.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,4.0,1.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,23.0,13.0,14.0,14.0,0.0,31.0,,,0.0,,8.0,,,2.0,,0.0,1.0,,0.0,,2.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,5.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,12.0,193.0,0.0,1.0,0.0,11.0,4.0,3.0,5.0,1.0
33,W(048a)L-GENL,1,20180408,98.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,5.0,0.0,0.0,2.0,,,0.0,,2.0,,,1.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,9.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,,0.0,,,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,5.0,15.0,0.0,5.0,3.0,1.0,0.0
34,W(046a)L-GENL,1,20180326,85.0,449.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,8.0,2.0,0.0,0.0,,,0.0,,5.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,0.0,3.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,8.0,0.0,0.0,1.0,5.0,0.0
35,W(045a)R-GENL,1,20180306,65.0,429.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,,,0.0,,6.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0
36,W(044a)L-GENL,1,20180316,75.0,439.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,7.0,6.0,0.0,0.0,2.0,,,0.0,,6.0,,,0.0,,0.0,1.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,6.0,2.0,,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,2.0,14.0,4.0,5.0,1.0,5.0,0.0
37,W(042a)L-GENL,1,20180314,73.0,437.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,15.0,9.0,2.0,0.0,2.0,,,2.0,,17.0,,,5.0,,0.0,2.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,,,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,9.0,2.0,0.0,1.0,2.0,3.0,0.0
38,W(038b)R-GENL,1,20180314,73.0,437.0,1.0,2.0,6.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,4.0,13.0,27.0,8.0,0.0,0.0,,,2.0,,4.0,,,0.0,,0.0,1.0,,0.0,,0.0,0.0,,,,,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,22.0,,15.0,,,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,135.0,3.0,0.0,4.0,2.0,23.0,32.0,18.0,0.0
39,W(038a)L-GENL,1,20180416,106.0,470.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,16.0,22.0,0.0,5.0,,,0.0,,1.0,,,1.0,,0.0,2.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,,1.0,,,0.0,2.0,0.0,1.0,,12.0,12.0,0.0,0.0,0.0,0.0,85.0,0.0,13.0,23.0,1.0,8.0,38.0,28.0,0.0
40,W(036a)L-GENL,1,20180306,65.0,429.0,0.0,1.0,5.0,4.0,13.0,0.0,0.0,33.0,1.0,0.0,3.0,0.0,0.0,11.0,1.0,4.0,10.0,4.0,0.0,3.0,6.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,21.0,24.0,85.0,2.0,0.0,7.0,,,3.0,,12.0,,,2.0,,2.0,0.0,,0.0,,1.0,0.0,,,,,,1.0,0.0,2.0,1.0,1.0,0.0,30.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,,5.0,,,0.0,5.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,277.0,3.0,32.0,6.0,0.0,10.0,10.0,13.0,0.0
41,W(035a)R-GENL,1,20180322,81.0,445.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,42.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,151.0,0.0,0.0,0.0,,,0.0,,6.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,13.0,,3.0,,,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,226.0,2.0,7.0,1.0,3.0,5.0,28.0,5.0,0.0
42,W(031a)R-GENL,1,20180402,92.0,456.0,1.0,0.0,5.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,0.0,10.0,17.0,2.0,0.0,2.0,,,0.0,,39.0,,,3.0,,0.0,6.0,,0.0,,2.0,0.0,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,10.0,0.0,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,3.0,,0.0,,,0.0,2.0,0.0,1.0,,0.0,0.0,1.0,1.0,0.0,19.0,175.0,0.0,2.0,23.0,0.0,4.0,8.0,3.0,2.0
43,W(025a)R-GENL,1,20180228,59.0,423.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,3.0,4.0,40.0,6.0,0.0,3.0,,,4.0,,20.0,,,2.0,,0.0,1.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,11.0,128.0,1.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0
44,W(024a)R-GENL,1,20180311,70.0,434.0,0.0,0.0,2.0,12.0,3.0,4.0,2.0,32.0,3.0,0.0,1.0,0.0,0.0,52.0,6.0,14.0,5.0,0.0,0.0,0.0,24.0,66.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,21.0,34.0,24.0,27.0,10.0,0.0,76.0,,,3.0,,23.0,,,2.0,,0.0,11.0,,1.0,,1.0,0.0,,,,,,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,1.0,29.0,,98.0,,,1.0,0.0,0.0,2.0,,2.0,10.0,0.0,0.0,2.0,0.0,465.0,0.0,9.0,7.0,4.0,22.0,47.0,113.0,2.0
45,W(023a)L-GENL,1,20180304,63.0,427.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,27.0,2.0,0.0,2.0,,,0.0,,3.0,,,3.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,43.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,5.0,6.0,3.0,6.0,43.0,0.0,0.0
46,W(022b)R-REFE,1,20180223,54.0,418.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,92.0,9.0,0.0,11.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,101.0,54.0,104.0,5.0,0.0,63.0,,,7.0,,113.0,,,13.0,,0.0,2.0,,0.0,,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,,142.0,,,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,1.0,0.0,0.0,668.0,1.0,2.0,12.0,0.0,1.0,9.0,144.0,1.0
47,W(021a)R-GENL,1,20180316,75.0,439.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,29.0,1.0,0.0,6.0,,,2.0,,11.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,,0.0,,,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,85.0,1.0,1.0,5.0,1.0,3.0,20.0,4.0,0.0
48,W(017a)L-GENL,1,20180323,82.0,446.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,,3.0,,,1.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,8.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,,0.0,,,0.0,10.0,0.0,18.0,,0.0,3.0,0.0,0.0,1.0,0.0,29.0,0.0,40.0,0.0,1.0,3.0,10.0,31.0,1.0
49,W(013a)R-GENL,1,20180506,126.0,490.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,30.0,10.0,12.0,0.0,1.0,,,0.0,,25.0,,,1.0,,1.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,,1.0,0.0,2.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30.0,,10.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,140.0,2.0,0.0,10.0,18.0,0.0,32.0,10.0,0.0
50,W(008a)L-GENL,1,20180309,68.0,432.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,29.0,1.0,0.0,0.0,,,1.0,,0.0,,,0.0,,0.0,1.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,59.0,1.0,0.0,2.0,2.0,3.0,1.0,8.0,0.0
51,W(006a)R-GENL,1,20180312,71.0,435.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,0.0,3.0,3.0,0.0,0.0,3.0,29.0,0.0,2.0,1.0,3.0,0.0,6.0,0.0,21.0,14.0,126.0,16.0,37.0,0.0,5.0,,,0.0,,50.0,,,4.0,,0.0,0.0,,0.0,,9.0,0.0,,,,,,1.0,0.0,2.0,0.0,0.0,1.0,52.0,0.0,3.0,1.0,20.0,2.0,0.0,12.0,0.0,,1.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,,18.0,,,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,375.0,3.0,53.0,38.0,4.0,18.0,17.0,20.0,0.0
52,W(004a)L-GENL,1,20180306,65.0,429.0,0.0,12.0,15.0,20.0,6.0,0.0,2.0,48.0,7.0,1.0,0.0,0.0,0.0,126.0,12.0,8.0,28.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,75.0,128.0,98.0,103.0,6.0,0.0,111.0,,,5.0,,159.0,,,236.0,,0.0,0.0,,3.0,,3.0,0.0,,,,,,1.0,0.0,5.0,0.0,0.0,4.0,6.0,1.0,1.0,2.0,0.0,21.0,0.0,30.0,3.0,,1.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,36.0,4.0,2.0,,0.0,,,1.0,3.0,0.0,0.0,,0.0,6.0,1.0,1.0,2.0,11.0,1235.0,6.0,10.0,58.0,3.0,25.0,42.0,10.0,4.0
53,W(001a)R-REFE,1,20180420,110.0,474.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,3.0,1.0,14.0,14.0,0.0,0.0,0.0,,,0.0,,13.0,,,2.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,,0.0,,,0.0,7.0,0.0,0.0,,0.0,10.0,0.0,0.0,0.0,8.0,90.0,0.0,0.0,28.0,0.0,2.0,7.0,17.0,0.0
